transaction_id,transaction_ts,customer_id,customer_age,account_age_days,merchant_category,payment_method,channel,country,currency,quantity,unit_price,discount_pct,amount,num_prior_txns,is_fraud
7538,2025-06-28 08:04:29,12045,51.0,174,grocery,wallet,online,MX,MXN,2,6.59,0.072,11.55,6,0
12663,2025-01-22 19:12:37,10044,23.0,416,utilities,debit_card,online,CA,USD,2,53.11,0.098,95.7,18,0
7673,2025-07-12 23:00:57,11092,18.0,941,grocery,debit_card,online,MX,MXN,2,8.92,0.018,20.02,39,0
5834,2025-03-07 12:05:28,14528,39.0,118,electronics,debit_card,online,US,USD,2,150.91,0.051,286.54,2,0
8130,2025-02-02 10:29:11,13518,48.0,82,restaurant,credit_card,online,MX,MXN,5,5.44,0.087,25.76,2,0
6918,2025-01-06 14:00:39,10817,29.0,429,clothing,bank_transfer,in_store,MX,MXN,4,51.05,0.081,190.23,12,0
8875,2025-04-14 18:00:51,11655,53.0,104,grocery,bank_transfer,online,BR,BRL,2,9.22,0.093,319.43,3,0
1073,2025-07-24 04:04:12,11827,35.0,441,entertainment,credit_card,online,CO,USD,4,16.55,0.154,56.5,19,0
407,2025-04-28 12:10:42,10079,38.0,176,entertainment,wallet,online,MX,MXN,2,11.05,0.159,15.79,6,0
9706,2025-08-06 16:26:47,10523,32.0,37,entertainment,debit_card,in_store,MX,MXN,2,10.11,0.101,20.48,0,0
1797,2025-09-21 10:40:54,14335,45.0,23,electronics,bank_transfer,in_store,AR,USD,3,152.81,0.362,292.76,2,0
19989,2025-04-15 13:42:45,12707,32.0,1260,clothing,wallet,in_store,CO,USD,2,61.95,0.082,113.39,54,0
14623,2025-05-31 19:13:12,13288,22.0,671,healthcare,credit_card,in_store,US,USD,1,108.58,0.02,108.44,24,0
17256,2025-09-02 05:21:58,14597,27.0,3,restaurant,debit_card,online,MX,MXN,4,9.01,0.029,37.11,2,1
4550,2025-08-23 17:39:11,11086,26.0,734,electronics,credit_card,online,CO,USD,1,153.38,0.106,135.99,33,0
10576,2025-05-30 03:44:12,14077,32.0,21,entertainment,credit_card,online,CO,USD,3,10.35,0.131,29.35,1,1
5726,2025-03-27 05:47:10,14283,55.0,1690,grocery,debit_card,in_store,BR,BRL,5,10.13,0.21,39.99,72,0
13093,2025-09-18 11:45:13,11820,56.0,292,clothing,credit_card,online,CO,USD,5,30.03,0.029,146.49,6,0
16158,2025-09-22 05:20:08,14174,33.0,338,travel,debit_card,online,ES,USD,2,416.63,0.329,558.28,15,0
16998,2025-05-31 21:49:37,10342,37.0,220,healthcare,wallet,in_store,MX,MXN,2,287.07,0.254,428.86,11,0
11706,2025-01-07 19:19:43,13799,58.0,516,grocery,bank_transfer,in_store,CA,USD,5,10.25,0.188,40.05,24,0
14291,2025-06-02 20:15:23,11436,57.0,223,grocery,credit_card,in_store,BR,BRL,5,13.09,0.078,62.02,10,0
2969,2025-07-14 16:55:06,11144,27.0,552,entertainment,wallet,in_store,MX,MXN,2,9.22,0.144,19.35,28,0
2453,2025-01-26 02:29:55,12004,18.0,821,grocery,credit_card,online,US,USD,3,7.98,0.511,10.61,22,0
12480,2025-06-02 22:51:35,12956,42.0,26,restaurant,credit_card,in_store,US,USD,4,12.21,0.31,32.71,1,0
95,2025-08-31 07:53:02,14476,46.0,403,restaurant,wallet,online,BR,BRL,4,5.73,0.174,20.83,25,0
2459,2025-05-09 10:50:26,14641,31.0,222,healthcare,credit_card,online,,,8,69.86,0.103,501.34,9,0
8594,2025-05-01 03:16:30,13215,66.0,48,restaurant,credit_card,online,MX,MXN,5,4.01,0.216,15.12,3,0
2273,2025-03-22 16:39:07,13493,29.0,88,clothing,bank_transfer,in_store,MX,MXN,3,14.85,0.082,39.75,5,0
2630,2025-01-11 02:30:54,14249,37.0,724,healthcare,debit_card,in_store,MX,MXN,2,47.99,0.048,91.63,35,0
9568,2025-06-08 19:33:37,11673,,407,grocery,credit_card,online,MX,MXN,3,6.65,0.36,12.29,11,0
12548,2025-01-07 15:47:28,14592,34.0,617,grocery,credit_card,in_store,CO,USD,1,11.67,0.214,9.46,26,0
18924,2025-01-07 19:34:06,14952,23.0,118,electronics,credit_card,online,ES,USD,4,146.19,,527.02,3,0
2430,2025-03-15 03:44:33,13136,25.0,90,grocery,bank_transfer,online,US,USD,7,2.04,0.076,13.95,1,0
2619,2025-06-27 04:23:54,11770,22.0,652,electronics,credit_card,online,AR,USD,2,190.15,0.118,337.27,31,0
9333,2025-06-23 06:13:32,14455,42.0,473,clothing,credit_card,in_store,BR,BRL,1,10.93,0.045,9.18,14,0
13688,2025-04-02 15:45:39,14154,,29,healthcare,credit_card,online,ES,USD,3,49.13,0.181,118.07,2,0
6535,2025-09-22 18:08:03,11267,18.0,476,healthcare,debit_card,in_store,CO,USD,3,80.3,0.082,220.55,26,0
14923,2025-02-16 08:45:13,12926,67.0,59,grocery,credit_card,online,BR,BRL,2,4.05,0.106,5.37,3,0
10636,2025-09-05 01:27:09,11076,28.0,160,travel,wallet,in_store,CA,USD,4,653.32,0.079,2406.81,8,0
8436,2025-01-20 15:53:19,12781,47.0,270,clothing,wallet,online,CA,USD,4,22.69,0.132,76.11,9,0
5048,2025-06-19 05:45:11,10867,44.0,474,utilities,credit_card,in_store,US,USD,2,68.61,0.068,127.31,25,0
13208,2025-02-13 02:42:01,10053,56.0,532,healthcare,credit_card,online,BR,BRL,5,106.84,0.117,472.31,15,0
12172,2025-08-05 12:51:06,11477,26.0,76,healthcare,credit_card,online,MX,MXN,2,34.09,0.118,58.87,5,0
10199,2025-09-21 00:54:54,13300,18.0,244,healthcare,debit_card,in_store,AR,USD,3,83.46,0.23,195.08,5,1
16820,2025-07-03 14:57:10,13883,32.0,584,travel,debit_card,online,US,USD,2,363.56,0.016,717.35,22,0
12157,2025-08-28 07:06:22,13415,49.0,53,healthcare,debit_card,in_store,US,USD,3,70.91,,188.01,4,0
4466,2025-01-26 04:07:59,14294,35.0,9,entertainment,credit_card,online,AR,USD,2,11.43,,20.07,4,0
13120,2025-03-04 00:20:41,13563,38.0,66,grocery,credit_card,online,MX,MXN,3,7.72,0.029,21.22,1,0
56,2025-01-12 03:53:10,10791,68.0,459,restaurant,bank_transfer,online,CO,USD,3,15.66,,42.12,17,0
8451,2025-06-02 14:37:31,10286,38.0,401,entertainment,credit_card,in_store,CA,USD,2,10.27,0.124,17.73,17,0
10590,2025-07-25 21:36:32,13832,34.0,13,electronics,debit_card,online,MX,MXN,5,183.47,0.107,821.21,1,0
18524,2025-01-31 13:35:45,13937,60.0,114,healthcare,wallet,online,MX,MXN,3,57.69,0.125,152.33,10,0
10640,2025-03-30 02:17:06,10331,,491,electronics,credit_card,online,CO,USD,6,136.69,0.189,664.31,22,0
15354,2025-03-13 20:23:23,14197,40.0,612,entertainment,debit_card,online,BR,BRL,2,51.28,0.038,96.61,23,0
8202,2025-03-21 02:13:07,11566,18.0,408,restaurant,credit_card,online,ES,USD,3,16.86,0.095,47.19,20,0
5835,2025-03-10 14:18:38,11178,47.0,61,travel,credit_card,online,US,USD,4,346.4,0.1,1248.19,2,0
13193,2025-07-30 14:22:50,10497,38.0,883,travel,credit_card,online,MX,MXN,4,558.36,0.067,2085.16,33,0
16356,2025-06-04 10:43:09,13303,42.0,277,clothing,bank_transfer,online,AR,USD,3,15.43,0.057,41.74,7,0
14119,2025-03-24 16:57:56,12339,20.0,754,restaurant,credit_card,online,MX,MXN,3,16.53,0.084,48.02,32,0
3034,2025-01-30 23:39:55,13843,27.0,516,utilities,credit_card,in_store,CA,USD,3,33.38,0.08,91.16,34,0
778,2025-02-01 03:26:10,11922,36.0,450,entertainment,wallet,in_store,ES,USD,2,11.48,0.1,22.09,18,0
4533,2025-07-10 04:23:13,14857,62.0,106,travel,credit_card,online,US,USD,4,241.65,0.22,754.41,3,0
19714,2025-06-27 17:12:58,14296,57.0,215,electronics,debit_card,online,MX,MXN,2,162.66,0.072,304.1,12,0
18503,2025-01-03 00:57:28,11390,31.0,68,clothing,wallet,online,MX,MXN,2,31.93,0.04,62.57,2,0
6266,2025-01-27 08:17:07,13463,18.0,32,travel,debit_card,in_store,MX,MXN,4,205.05,0.286,583.03,1,0
17823,2025-03-14 18:51:27,14125,25.0,75,electronics,wallet,online,,,4,167.46,0.48,347.38,1,0
2412,2025-01-14 03:54:02,12686,49.0,312,travel,debit_card,in_store,BR,BRL,6,524.69,0.082,2887.89,9,0
8863,2025-08-06 17:13:37,14750,43.0,327,electronics,debit_card,in_store,CA,USD,1,97.86,0.123,85.86,8,0
2016,2025-03-28 15:32:23,14710,44.0,294,healthcare,wallet,online,US,USD,5,103.51,0.088,473.2,12,0
15876,2025-03-03 15:31:36,12156,33.0,236,clothing,debit_card,online,US,USD,8,36.52,0.075,267.43,12,0
1419,2025-08-21 10:50:29,11805,43.0,524,entertainment,debit_card,in_store,MX,MXN,3,40.92,,108.38,21,0
13209,2025-08-11 20:51:07,14762,37.0,790,healthcare,debit_card,in_store,US,USD,3,43.41,0.068,121.37,35,0
7977,2025-01-18 19:34:54,10808,31.0,613,grocery,credit_card,in_store,CA,USD,4,11.59,0.161,39.42,25,0
4575,2025-07-12 03:33:06,13104,64.0,194,travel,wallet,online,AR,USD,5,1270.93,0.298,4463.22,8,0
17191,2025-03-27 06:12:23,12849,18.0,28,utilities,credit_card,online,ES,USD,4,23.98,0.041,88.9,1,0
16177,2025-06-05 11:08:29,13052,47.0,1113,utilities,debit_card,online,MX,MXN,4,19.81,0.265,57.01,44,0
10786,2025-09-22 20:29:38,10673,18.0,626,grocery,bank_transfer,online,CO,USD,4,6.02,0.443,14.23,20,0
7413,2025-06-28 08:52:52,13561,21.0,10,travel,credit_card,in_store,US,USD,1,1570.63,0.015,1550.63,2,0
2726,2025-06-17 21:10:57,13615,26.0,136,electronics,credit_card,in_store,MX,MXN,4,203.63,,755.96,3,0
17785,2025-07-10 08:45:08,10459,50.0,233,restaurant,debit_card,in_store,US,USD,5,11.85,0.058,56.54,10,0
12475,2025-08-11 10:36:47,13291,23.0,17,restaurant,credit_card,online,BR,BRL,2,14.26,0.15,24.3,2,0
6024,2025-08-29 14:31:39,10070,43.0,192,clothing,debit_card,online,US,USD,4,23.6,0.289,67.1,4,1
4078,2025-06-12 17:20:16,12288,52.0,645,electronics,wallet,online,MX,MXN,3,236.07,0.194,571.76,28,0
19906,2025-08-08 11:37:51,10134,24.0,725,travel,credit_card,online,MX,MXN,3,2077.53,,5297.68,27,0
514,2025-08-09 21:19:01,13754,39.0,321,restaurant,debit_card,in_store,MX,MXN,4,24.4,0.276,70.03,12,0
7617,2025-06-16 01:42:13,11437,65.0,247,grocery,debit_card,online,BR,BRL,3,4.89,,11.06,9,0
10461,2025-09-21 10:18:01,11886,21.0,90,restaurant,wallet,online,CA,USD,2,16.81,0.18,29.5,4,0
16022,2025-09-18 18:19:00,10775,51.0,259,entertainment,credit_card,online,ES,USD,2,65.01,0.182,104.2,12,0
232,2025-08-20 10:27:54,11880,22.0,902,restaurant,debit_card,online,,,3,17.11,0.063,49.03,34,0
14044,2025-09-22 00:51:17,14670,62.0,825,entertainment,credit_card,in_store,BR,BRL,1,12.03,0.197,9.03,17,0
7954,2025-01-15 06:15:58,14421,35.0,38,restaurant,debit_card,online,CA,USD,2,5.72,,9.38,1,0
1666,2025-04-17 07:30:33,10832,59.0,1265,entertainment,wallet,in_store,CO,USD,4,11.23,0.164,35.8,58,0
14441,2025-03-10 18:15:00,12680,33.0,105,grocery,credit_card,online,CA,USD,3,11.08,0.204,24.58,5,0
8054,2025-06-26 12:31:08,11725,42.0,131,healthcare,credit_card,online,MX,MXN,1,33.93,0.011,35.32,3,0
19484,2025-04-14 19:13:22,13058,62.0,51,restaurant,debit_card,online,MX,MXN,3,20.52,0.38,37.39,3,0
13166,2025-07-22 00:19:15,10519,64.0,635,grocery,credit_card,online,MX,MXN,2,6.87,0.067,13.68,27,1
14111,2025-01-21 05:41:43,10238,47.0,127,grocery,credit_card,in_store,CO,USD,5,32.35,0.081,145.46,6,0
15732,2025-05-06 14:22:09,11402,49.0,680,travel,debit_card,online,AR,USD,4,588.36,0.037,2265.21,34,0
13930,2025-01-26 14:22:01,13282,39.0,306,grocery,bank_transfer,online,MX,MXN,3,8.96,0.109,20.43,11,0
12897,2025-01-03 00:41:25,12774,43.0,494,clothing,wallet,in_store,US,USD,4,12.36,0.19,41.21,18,0
13794,2025-09-08 19:02:49,13844,43.0,322,grocery,bank_transfer,online,US,USD,4,3.25,0.122,10.4,17,0
12029,2025-05-26 01:09:41,13405,49.0,468,electronics,credit_card,in_store,MX,MXN,1,319.52,0.073,296.41,25,0
18379,2025-05-09 14:05:35,14687,45.0,114,restaurant,wallet,in_store,US,USD,3,5.46,0.175,11.87,4,0
273,2025-02-10 07:31:11,11135,33.0,445,travel,debit_card,in_store,MX,MXN,4,392.5,0.254,1171.37,14,0
7292,2025-07-24 19:04:13,12007,44.0,561,clothing,credit_card,online,US,USD,3,9.43,0.134,25.2,32,0
7086,2025-08-28 03:57:23,13939,40.0,75,travel,credit_card,online,US,USD,4,291.45,0.068,1086.68,3,0
16812,2025-08-11 17:20:03,11370,24.0,358,healthcare,bank_transfer,in_store,MX,MXN,2,34.68,0.022,68.79,19,0
2719,2025-06-06 18:52:14,10985,33.0,775,entertainment,wallet,online,US,USD,6,15.84,0.02,95.32,26,0
2045,2025-03-16 16:19:43,13501,43.0,320,restaurant,credit_card,online,US,USD,6,14.86,0.098,78.82,14,0
8985,2025-02-27 11:51:22,12348,,94,entertainment,wallet,online,CA,USD,2,43.79,0.192,71.67,5,0
13789,2025-03-02 13:01:43,13934,35.0,388,restaurant,wallet,in_store,BR,BRL,5,7.87,0.023,37.82,14,0
6662,2025-09-12 06:14:54,10651,25.0,74,grocery,debit_card,in_store,CO,USD,2,7.84,0.318,11.23,1,0
7191,2025-05-09 19:43:36,13985,35.0,82,restaurant,bank_transfer,online,CA,USD,2,19.96,0.137,33.6,2,0
9601,2025-06-03 08:15:39,13611,65.0,34,electronics,credit_card,in_store,MX,MXN,3,180.25,0.24,410.04,4,0
17482,2025-05-22 01:38:28,11584,36.0,429,clothing,credit_card,online,MX,MXN,3,20.59,0.492,44.17,22,0
18125,2025-05-13 03:15:18,10822,33.0,648,clothing,credit_card,online,MX,MXN,2,29.18,0.133,53.23,30,0
2091,2025-08-28 13:24:38,11283,66.0,9,entertainment,debit_card,in_store,MX,MXN,4,31.72,0.212,98.64,0,0
7559,2025-01-29 07:34:20,11329,62.0,1167,clothing,debit_card,online,US,USD,2,15.96,0.215,25.01,47,0
11440,2025-01-28 16:08:21,13791,26.0,68,utilities,credit_card,online,,,3,52.09,0.083,142.92,2,0
2180,2025-05-04 14:08:36,12178,40.0,115,electronics,credit_card,online,CA,USD,1,150.26,0.045,146.18,3,0
512,2025-07-21 07:21:26,10608,29.0,248,healthcare,debit_card,in_store,US,USD,2,83.36,0.229,128.44,12,0
2418,2025-03-12 19:29:10,13504,42.0,939,restaurant,credit_card,online,BR,BRL,4,9.08,0.25,27.88,43,0
1812,2025-06-26 01:35:21,10272,37.0,135,utilities,credit_card,online,CO,USD,3,34.62,0.024,99.83,5,0
17675,2025-03-17 00:09:10,11600,33.0,1032,entertainment,wallet,online,MX,MXN,3,11.34,0.133,27.57,40,0
17919,2025-06-22 11:30:44,13353,,365,grocery,wallet,online,ES,USD,2,15.03,,27.64,9,0
12125,2025-03-18 17:29:51,12460,37.0,369,utilities,wallet,online,BR,BRL,9,57.9,0.159,438.5,18,0
7184,2025-03-30 15:46:47,13282,60.0,1374,utilities,wallet,online,CO,USD,3,79.31,0.1,213.07,51,0
6912,2025-07-31 13:39:24,11578,32.0,288,grocery,credit_card,in_store,MX,MXN,5,14.64,0.174,58.44,10,0
2280,2025-07-01 04:05:34,14847,28.0,16,restaurant,debit_card,online,US,USD,2,13.25,0.221,20.05,0,0
13922,2025-04-07 21:58:20,13087,28.0,550,grocery,bank_transfer,online,,,2,5.64,0.226,8.8,25,0
8832,2025-07-29 14:23:10,12554,18.0,949,entertainment,wallet,in_store,BR,BRL,2,8.77,0.048,14.66,38,0
5130,2025-06-13 08:24:32,13075,38.0,1115,clothing,wallet,online,CO,USD,3,31.69,0.107,81.55,40,0
9799,2025-07-12 07:58:39,10849,60.0,474,clothing,credit_card,in_store,BR,BRL,4,76.98,0.195,247.94,16,0
3990,2025-05-09 03:27:38,14848,51.0,193,entertainment,credit_card,online,MX,MXN,3,7.83,0.113,20.02,7,0
10449,2025-04-26 10:19:04,12396,38.0,33,restaurant,credit_card,online,MX,MXN,2,11.35,0.068,21.78,2,0
10483,2025-09-20 20:10:07,11831,36.0,236,grocery,debit_card,online,MX,MXN,4,8.26,0.033,31.88,13,0
19569,2025-02-01 09:56:04,11531,34.0,296,healthcare,credit_card,in_store,MX,MXN,3,57.1,0.081,158.1,11,0
2344,2025-07-19 17:00:19,14154,35.0,5,restaurant,credit_card,online,AR,USD,6,16.15,0.176,82.87,1,1
6776,2025-09-13 20:19:49,11609,49.0,1,electronics,debit_card,online,MX,MXN,3,139.46,0.115,369.89,1,0
4885,2025-01-02 11:03:41,11384,24.0,4,utilities,credit_card,online,MX,MXN,3,32.98,0.227,78.17,1,0
6587,2025-05-28 06:24:52,12006,31.0,797,grocery,credit_card,online,MX,MXN,1,6.43,0.191,7.15,33,0
11865,2025-08-19 11:23:43,10150,,46,restaurant,wallet,online,MX,MXN,1,3.88,0.005,4.64,4,0
1279,2025-01-03 21:37:59,14056,53.0,342,healthcare,credit_card,in_store,US,USD,3,66.82,0.126,175.97,16,0
2934,2025-04-28 10:22:30,13865,,315,restaurant,credit_card,online,BR,BRL,2,18.59,0.209,26.87,18,0
2163,2025-04-19 23:44:32,14018,31.0,297,grocery,wallet,in_store,CO,USD,4,8.87,0.016,32.23,15,0
11450,2025-08-05 22:43:25,13836,44.0,682,clothing,credit_card,in_store,US,USD,3,21.64,0.045,62.8,20,0
947,2025-09-20 16:03:05,12532,53.0,1114,restaurant,debit_card,in_store,MX,MXN,3,10.43,0.287,22.57,48,0
9629,2025-06-28 04:40:57,10233,43.0,505,entertainment,debit_card,online,ES,USD,4,18.17,0.157,59.62,22,0
13173,2025-06-02 07:29:58,14071,45.0,1308,grocery,credit_card,in_store,AR,USD,2,19.0,0.129,32.03,60,0
14409,2025-08-25 07:12:15,14801,42.0,1429,travel,debit_card,online,AR,USD,3,160.76,0.03,467.56,68,0
15396,2025-08-13 19:04:47,11945,26.0,160,clothing,credit_card,online,MX,MXN,6,41.46,0.162,207.24,4,0
2200,2025-02-15 10:22:54,13278,66.0,54,clothing,debit_card,online,US,USD,6,10.65,0.154,52.38,4,0
14999,2025-05-07 01:31:02,14163,47.0,388,healthcare,wallet,in_store,CO,USD,2,17.35,0.068,31.58,11,0
7332,2025-04-24 07:18:01,12693,,347,restaurant,wallet,in_store,US,USD,5,8.46,0.105,37.19,9,0
11212,2025-05-31 10:10:42,12049,42.0,236,utilities,credit_card,in_store,MX,MXN,3,16.13,0.382,30.38,9,0
1250,2025-09-22 11:55:09,12678,42.0,893,restaurant,credit_card,online,MX,MXN,7,24.0,0.217,133.56,32,0
7267,2025-07-28 20:35:19,13386,43.0,89,entertainment,debit_card,in_store,AR,USD,6,56.02,0.026,326.06,2,0
1243,2025-09-18 16:47:04,11157,51.0,893,utilities,credit_card,in_store,CA,USD,4,31.55,0.209,100.4,26,0
6454,2025-07-02 15:17:19,11300,64.0,1408,restaurant,credit_card,online,US,USD,2,27.37,0.323,35.69,62,0
5469,2025-05-30 00:56:18,12407,41.0,403,grocery,debit_card,online,US,USD,2,1.8,0.234,2.28,17,0
7335,2025-04-01 12:34:30,10011,43.0,628,grocery,debit_card,online,US,USD,2,12.22,0.192,17.7,33,0
6057,2025-01-02 04:48:58,14934,44.0,1363,utilities,wallet,in_store,MX,MXN,3,14.59,0.092,42.48,61,0
7466,2025-06-04 10:25:24,13992,68.0,92,grocery,debit_card,online,CO,USD,5,7.35,0.189,33.09,5,0
3058,2025-02-09 18:30:09,13820,52.0,413,entertainment,credit_card,online,US,USD,1,31.24,0.373,20.03,19,0
11104,2025-01-18 09:04:02,11169,29.0,280,grocery,debit_card,in_store,US,USD,3,8.91,0.153,22.84,14,0
9174,2025-05-17 17:32:35,11417,32.0,56,healthcare,credit_card,in_store,CO,USD,2,41.6,0.089,78.24,4,0
18522,2025-09-23 12:17:38,10399,,253,entertainment,wallet,online,US,USD,6,7.46,0.026,44.46,12,0
6578,2025-01-25 13:37:40,11200,36.0,1656,grocery,credit_card,online,BR,BRL,5,4.44,0.253,15.93,63,0
19598,2025-01-16 14:24:01,12019,27.0,193,entertainment,debit_card,in_store,US,USD,2,27.0,0.258,42.09,18,0
2432,2025-05-21 02:11:50,13658,18.0,179,utilities,credit_card,online,CO,USD,4,27.09,0.246,80.84,8,0
10214,2025-02-14 11:03:19,14226,48.0,268,grocery,debit_card,online,MX,MXN,4,2.79,0.29,10.18,17,0
6926,2025-01-02 13:31:32,11427,38.0,92,clothing,wallet,online,CO,USD,5,9.07,0.174,-39.73,3,0
17633,2025-05-22 20:54:02,12136,27.0,70,healthcare,wallet,in_store,MX,MXN,3,26.77,0.062,77.17,2,0
374,2025-04-11 13:54:56,10549,43.0,10,healthcare,credit_card,in_store,US,USD,4,21.59,0.201,70.4,3,0
15021,2025-02-04 21:45:17,14896,37.0,189,electronics,credit_card,online,BR,BRL,3,139.41,,375.85,6,0
6415,2025-03-05 13:27:13,10324,55.0,167,grocery,wallet,online,MX,MXN,2,12.4,0.096,22.84,9,0
3834,2025-06-28 19:04:31,12479,46.0,71,restaurant,credit_card,in_store,AR,USD,8,16.85,0.063,126.04,2,0
2536,2025-09-22 16:24:32,11558,38.0,376,travel,credit_card,online,AR,USD,3,363.26,0.16,916.07,11,0
15607,2025-07-08 13:10:55,13098,37.0,1092,electronics,credit_card,online,ES,USD,2,104.48,0.147,178.49,36,0
13554,2025-04-17 16:12:13,12587,40.0,29,grocery,wallet,in_store,MX,MXN,5,8.06,0.068,36.88,2,0
16400,2025-02-24 02:27:43,12538,41.0,98,grocery,credit_card,in_store,MX,MXN,5,6.88,0.261,26.31,7,0
7852,2025-06-01 12:20:03,12898,47.0,49,entertainment,wallet,online,,,2,13.49,0.044,26.48,2,0
14121,2025-04-30 18:09:37,11669,53.0,506,restaurant,credit_card,online,MX,MXN,3,19.39,0.048,57.2,20,0
13143,2025-01-09 14:19:49,11478,34.0,244,healthcare,credit_card,online,US,USD,5,58.44,0.06,275.36,10,0
1329,2025-07-02 10:12:38,10810,42.0,95,grocery,credit_card,online,CA,USD,3,12.9,0.047,38.47,3,0
19637,2025-06-10 10:44:47,14780,31.0,1260,entertainment,credit_card,online,BR,BRL,2,30.35,0.059,56.09,46,0
2672,2025-08-20 00:51:02,14421,55.0,87,utilities,debit_card,online,US,USD,4,28.29,0.301,-79.22,2,0
843,2025-09-03 15:51:51,14251,37.0,481,travel,debit_card,in_store,AR,USD,3,112.79,0.2,271.8,22,0
335,2025-05-05 11:07:27,12441,56.0,857,entertainment,debit_card,online,CA,USD,2,14.41,0.215,22.03,40,0
2515,2025-01-28 20:53:41,12086,60.0,305,clothing,debit_card,in_store,BR,BRL,3,13.16,0.064,37.37,8,0
15217,2025-04-18 03:05:20,14890,40.0,345,electronics,wallet,in_store,ES,USD,3,417.02,0.03,1212.73,16,0
893,2025-05-22 16:43:20,14354,52.0,676,grocery,credit_card,online,CA,USD,2,8.11,0.018,17.58,18,0
2868,2025-02-12 20:20:42,11233,29.0,408,grocery,wallet,in_store,US,USD,5,17.48,0.0,87.34,3,0
19217,2025-06-08 13:37:33,10580,44.0,271,restaurant,debit_card,in_store,MX,MXN,2,26.65,0.193,42.06,11,0
7542,2025-09-11 22:49:41,10903,18.0,542,electronics,debit_card,in_store,US,USD,1,72.6,0.311,50.48,20,0
18327,2025-09-25 18:32:16,13905,40.0,119,utilities,wallet,in_store,MX,MXN,4,42.59,0.264,127.92,2,0
18890,2025-07-11 03:08:21,10822,38.0,107,grocery,debit_card,in_store,MX,MXN,2,4.67,,5.29,6,0
16882,2025-07-26 23:55:45,13586,57.0,192,electronics,credit_card,online,MX,MXN,3,208.47,0.115,552.21,4,0
5757,2025-03-31 12:58:23,12233,35.0,3004,clothing,credit_card,in_store,BR,BRL,8,56.37,0.375,279.91,107,0
10595,2025-06-24 19:17:33,10870,35.0,1182,entertainment,debit_card,online,US,USD,3,35.7,0.082,99.05,42,0
15316,2025-07-29 09:15:17,10977,47.0,59,restaurant,wallet,in_store,BR,BRL,2,11.41,0.063,21.09,3,0
12307,2025-09-10 14:30:47,14041,48.0,438,utilities,debit_card,online,CA,USD,3,50.82,0.138,131.51,22,0
13069,2025-05-16 03:25:57,13047,26.0,61,restaurant,credit_card,online,US,USD,2,10.9,0.03,22.43,2,0
10333,2025-05-16 05:37:55,13802,39.0,131,electronics,debit_card,online,MX,MXN,1,347.99,0.052,331.07,4,0
8415,2025-07-03 03:19:15,10501,33.0,835,restaurant,debit_card,in_store,MX,MXN,5,16.29,0.041,78.35,27,0
16226,2025-09-13 16:19:01,10144,39.0,913,clothing,credit_card,in_store,AR,USD,2,22.16,0.05,41.97,36,0
19454,2025-03-06 15:49:20,10597,30.0,3,healthcare,debit_card,online,,,3,35.1,0.044,101.14,0,0
1563,2025-03-09 18:45:02,10866,44.0,135,healthcare,credit_card,online,CO,USD,3,105.53,0.085,289.06,12,0
7164,2025-08-02 06:37:04,11262,52.0,799,healthcare,wallet,in_store,MX,MXN,4,39.02,0.325,106.77,38,0
10049,2025-03-29 20:49:56,14448,38.0,824,utilities,wallet,in_store,ES,USD,2,122.99,0.316,167.31,34,0
3630,2025-08-13 11:40:07,12536,50.0,808,grocery,credit_card,online,MX,MXN,2,8.09,0.168,13.39,33,0
18250,2025-08-21 03:03:14,11969,59.0,53,healthcare,credit_card,in_store,MX,MXN,2,68.64,0.368,89.05,2,0
14418,2025-02-16 20:58:26,13991,53.0,163,healthcare,debit_card,in_store,MX,MXN,1,74.61,0.12,66.96,5,0
7401,2025-07-21 01:16:02,14019,,322,entertainment,debit_card,online,BR,BRL,2,27.85,0.064,49.06,12,0
10733,2025-03-06 17:30:53,11779,32.0,505,clothing,bank_transfer,online,MX,MXN,1,36.33,0.233,30.14,23,0
9688,2025-04-26 14:46:44,12858,37.0,845,entertainment,debit_card,online,US,USD,2,10.85,0.587,8.86,30,0
2322,2025-01-10 04:31:31,11060,44.0,613,utilities,debit_card,in_store,US,USD,4,8.8,0.143,32.45,19,0
18684,2025-01-02 12:30:22,14507,45.0,34,electronics,credit_card,in_store,CO,USD,2,154.62,0.2,248.23,0,0
8362,2025-07-15 11:41:42,14923,66.0,908,restaurant,debit_card,in_store,ES,USD,1,7.15,0.288,4.25,40,0
14852,2025-02-20 22:18:03,12122,49.0,235,grocery,debit_card,online,MX,MXN,2,10.87,0.084,18.98,9,0
10708,2025-06-25 17:39:27,11744,31.0,373,restaurant,debit_card,online,BR,BRL,2,17.53,0.07,30.03,14,0
5229,2025-01-24 19:48:36,10614,37.0,678,electronics,debit_card,online,CA,USD,3,171.31,0.2,411.01,27,0
17941,2025-05-09 20:29:45,14916,46.0,409,utilities,credit_card,online,MX,MXN,3,25.44,0.145,64.87,16,0
14069,2025-05-24 09:24:10,11941,61.0,634,entertainment,debit_card,online,,,2,10.08,0.076,21.03,32,0
753,2025-01-24 17:45:24,13273,61.0,109,grocery,wallet,online,US,USD,4,6.05,0.147,23.34,8,0
10765,2025-09-01 05:38:51,12720,26.0,181,clothing,debit_card,online,US,USD,2,12.26,0.011,25.47,5,0
19447,2025-01-14 11:47:31,14058,39.0,11,entertainment,debit_card,online,MX,MXN,4,12.94,0.326,36.67,1,0
